Symbol,""Name"",""LastSale"",""MarketCap"",""ADR TSO"",""IPOyear"",""Sector"",""industry"",""Summary Quote""
AMRI,""Albany Molecular Research, Inc."",""3.54"",""109053126.72"",""n/a"",""1999"",""Health Care"",""Biotechnology: Commercial Physical & Biological Resarch"",""http://www.nasdaq.com/symbol/amri""
ALCS,""ALCO Stores, Inc."",""7.14"",""26595607.5"",""n/a"",""n/a"",""Consumer Services"",""Department/Specialty Retail Stores"",""http://www.nasdaq.com/symbol/alcs""
ALXN,""Alexion Pharmaceuticals, Inc."",""111.42"",""21510685256.04"",""n/a"",""1996"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/alxn""
ALXA,""Alexza Pharmaceuticals, Inc."",""5.53"",""80237275.09"",""n/a"",""2006"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/alxa""
ALCO,""Alico, Inc."",""32.79"",""241143463.83"",""n/a"",""n/a"",""Consumer Non-Durables"",""Farming/Seeds/Milling"",""http://www.nasdaq.com/symbol/alco""
ALGN,""Align Technology, Inc."",""36.87"",""2999474343.96"",""n/a"",""2001"",""Health Care"",""Industrial Specialties"",""http://www.nasdaq.com/symbol/algn""
ALIM,""Alimera Sciences, Inc."",""2.68"",""84238952.6"",""n/a"",""2010"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/alim""
ALKS,""Alkermes plc"",""19.45"",""2545204476.9"",""n/a"",""1991"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/alks""
ALGT,""Allegiant Travel Company"",""69.81"",""1342750601.79"",""n/a"",""2006"",""Transportation"",""Air Freight/Delivery Services"",""http://www.nasdaq.com/symbol/algt""
ALLB,""Alliance Bancorp, Inc. of Pennsylvania"",""12.54"",""68555389.98"",""n/a"",""n/a"",""Finance"",""Savings Institutions"",""http://www.nasdaq.com/symbol/allb""
ABVA,""Alliance Bankshares Corporation"",""4.6"",""23505857.4"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/abva""
AFOP,""Alliance Fiber Optic Products, Inc."",""9.39"",""82678320.87"",""n/a"",""2000"",""Technology"",""Semiconductors"",""http://www.nasdaq.com/symbol/afop""
ALNC,""Alliance Financial Corporation"",""45.28"",""216626221.44"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/alnc""
AHGP,""Alliance Holdings GP, L.P."",""50.4"",""3017095200"",""n/a"",""2006"",""Energy"",""Coal Mining"",""http://www.nasdaq.com/symbol/ahgp""
ARLP,""Alliance Resource Partners, L.P."",""63.15"",""2328653029.35"",""n/a"",""1999"",""Energy"",""Coal Mining"",""http://www.nasdaq.com/symbol/arlp""
AHPI,""Allied Healthcare Products, Inc."",""2.55"",""20717184.3"",""n/a"",""1992"",""Health Care"",""Industrial Specialties"",""http://www.nasdaq.com/symbol/ahpi""
AMOT,""Allied Motion Technologies, Inc."",""6.63"",""57331811.16"",""n/a"",""n/a"",""Capital Goods"",""Electrical Products"",""http://www.nasdaq.com/symbol/amot""
ALLT,""Allot Communications Ltd."",""25"",""803172650"",""n/a"",""2006"",""Technology"",""Computer Communications Equipment"",""http://www.nasdaq.com/symbol/allt""
MDRX,""Allscripts Healthcare Solutions, Inc."",""13.75"",""2356557981.25"",""n/a"",""1999"",""Technology"",""EDP Services"",""http://www.nasdaq.com/symbol/mdrx""
AFAM,""Almost Family Inc"",""20.97"",""195676710.93"",""n/a"",""n/a"",""Health Care"",""Medical/Nursing Services"",""http://www.nasdaq.com/symbol/afam""
ALNY,""Alnylam Pharmaceuticals, Inc."",""18.47"",""964964171.09"",""n/a"",""2004"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/alny""
AOSL,""Alpha and Omega Semiconductor Limited"",""8.45"",""211088681.05"",""n/a"",""2010"",""Technology"",""Semiconductors"",""http://www.nasdaq.com/symbol/aosl""
ATEC,""Alphatec Holdings, Inc."",""1.77"",""159129363.15"",""n/a"",""2006"",""Health Care"",""Medical/Dental Instruments"",""http://www.nasdaq.com/symbol/atec""
ALTI,""Altair Nanotechnologies Inc."",""0.67"",""46533166.29"",""n/a"",""n/a"",""Basic Industries"",""Major Chemicals"",""http://www.nasdaq.com/symbol/alti""
ALTR,""Altera Corporation"",""32.85"",""10509364773"",""n/a"",""1988"",""Technology"",""Semiconductors"",""http://www.nasdaq.com/symbol/altr""
ALTE,""Alterra Capital Holdings Limited"",""24.17"",""2321359962.59"",""n/a"",""n/a"",""Finance"",""Property-Casualty Insurers"",""http://www.nasdaq.com/symbol/alte""
ASPS,""Altisource Portfolio Solutions S.A."",""114.71"",""2679238453.75"",""n/a"",""n/a"",""Consumer Services"",""Other Consumer Services"",""http://www.nasdaq.com/symbol/asps""
APSA,""Alto Palermo S.A."",""16.38"",""51592331.7"",""n/a"",""n/a"",""Consumer Services"",""Building operators"",""http://www.nasdaq.com/symbol/apsa""
AIMC,""Altra Holdings, Inc."",""16.97"",""457100237.51"",""n/a"",""2006"",""Capital Goods"",""Industrial Machinery/Components"",""http://www.nasdaq.com/symbol/aimc""
ALVR,""Alvarion Ltd."",""0.48"",""29941824.48"",""n/a"",""n/a"",""Public Utilities"",""Telecommunications Equipment"",""http://www.nasdaq.com/symbol/alvr""
AMAG,""AMAG Pharmaceuticals, Inc."",""17.99"",""384809482.12"",""n/a"",""n/a"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/amag""
AMRN,""Amarin Corporation PLC"",""11.33"",""1686133636.44"",""n/a"",""1995"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/amrn""
AMZN,""Amazon.com, Inc."",""244.18"",""110385294210.08"",""n/a"",""1997"",""Consumer Services"",""Catalog/Specialty Distribution"",""http://www.nasdaq.com/symbol/amzn""
AMBA,""Ambarella, Inc."",""6.15"",""159343191.3"",""n/a"",""n/a"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/amba""
EPAX,""Ambassadors Group, Inc."",""5.44"",""95767430.08"",""n/a"",""n/a"",""Consumer Services"",""Other Consumer Services"",""http://www.nasdaq.com/symbol/epax""
AMBT,""Ambient Corporation"",""4.64"",""77319660.8"",""n/a"",""n/a"",""Public Utilities"",""Telecommunications Equipment"",""http://www.nasdaq.com/symbol/ambt""
AMCX,""AMC Networks Inc."",""42.35"",""3036436006.45"",""n/a"",""n/a"",""Consumer Services"",""Television Services"",""http://www.nasdaq.com/symbol/amcx""
AMED,""Amedisys Inc"",""12.08"",""370105058.88"",""n/a"",""1987"",""Health Care"",""Medical/Nursing Services"",""http://www.nasdaq.com/symbol/amed""
UHAL,""Amerco"",""112.65"",""2208817318.2"",""n/a"",""n/a"",""Consumer Services"",""Rental/Leasing Companies"",""http://www.nasdaq.com/symbol/uhal""
ASBI,""Ameriana Bancorp"",""6.55"",""19577635.6"",""n/a"",""n/a"",""Finance"",""Savings Institutions"",""http://www.nasdaq.com/symbol/asbi""
ATAX,""America First Tax Exempt Investors, L.P."",""6.05"",""182243714.4"",""n/a"",""n/a"",""Finance"",""Finance: Consumer Services"",""http://www.nasdaq.com/symbol/atax""
AMOV,""America Movil, S.A.B. de C.V."",""26"",""100087000000"",""n/a"",""n/a"",""Public Utilities"",""Telecommunications Equipment"",""http://www.nasdaq.com/symbol/amov""
AGNC,""American Capital Agency Corp."",""32"",""10931153600"",""n/a"",""1983"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/agnc""
AGNCP,""American Capital Agency Corp."",""25.9"",""0"",""n/a"",""n/a"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/agncp""
MTGE,""American Capital Mortgage Investment Corp."",""24.06"",""872466126"",""n/a"",""n/a"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/mtge""
ACAS,""American Capital, Ltd."",""11.44"",""3714052696.64"",""n/a"",""1997"",""n/a"",""n/a"",""http://www.nasdaq.com/symbol/acas""
ANCI,""American Caresource Holdings Inc"",""1.6"",""9131430.4"",""n/a"",""n/a"",""Health Care"",""Hospital/Nursing Management"",""http://www.nasdaq.com/symbol/anci""
AETI,""American Electric Technologies, Inc."",""4.7"",""37199019.5"",""n/a"",""n/a"",""Energy"",""Industrial Machinery/Components"",""http://www.nasdaq.com/symbol/aeti""
AMIC,""American Independence Corp."",""4.9117"",""40631213.0844"",""n/a"",""n/a"",""Finance"",""Accident &Health Insurance"",""http://www.nasdaq.com/symbol/amic""
ALRN,""American Learning Corporation"",""0.6752"",""3321724.048"",""n/a"",""1984"",""Health Care"",""Medical/Nursing Services"",""http://www.nasdaq.com/symbol/alrn""
AMNB,""American National Bankshares, Inc."",""22.47"",""176076178.32"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/amnb""
ANAT,""American National Insurance Company"",""72.18"",""1937070407.52"",""n/a"",""n/a"",""Finance"",""Life Insurance"",""http://www.nasdaq.com/symbol/anat""
APFC,""American Pacific Corporation"",""12.61"",""96120872.51"",""n/a"",""n/a"",""Basic Industries"",""Major Chemicals"",""http://www.nasdaq.com/symbol/apfc""
APEI,""American Public Education, Inc."",""37.17"",""670776696.45"",""n/a"",""2007"",""Consumer Services"",""Other Consumer Services"",""http://www.nasdaq.com/symbol/apei""
ARII,""American Railcar Industries, Inc."",""28.87"",""616440814.39"",""n/a"",""2006"",""Capital Goods"",""Railroads"",""http://www.nasdaq.com/symbol/arii""
ARCP,""American Realty Capital Properties, Inc."",""13"",""145127021"",""n/a"",""n/a"",""Consumer Services"",""Real Estate Investment Trusts"",""http://www.nasdaq.com/symbol/arcp""
ARCT          ,""American Realty Capital Trust, Inc."",""11.86"",""1879557132.94"",""n/a"",""n/a"",""Finance"",""Real Estate"",""http://www.nasdaq.com/symbol/arct          ""
AMRB,""American River Bankshares"",""7.89"",""73601715.09"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/amrb""
ASEI,""American Science and Engineering, Inc."",""64.12"",""540583793.68"",""n/a"",""n/a"",""Health Care"",""Medical Electronics"",""http://www.nasdaq.com/symbol/asei""
AMSWA,""American Software, Inc."",""8.62"",""233905906.72"",""n/a"",""n/a"",""Technology"",""Computer Software: Prepackaged Software"",""http://www.nasdaq.com/symbol/amswa""
AMSC,""American Superconductor Corporation"",""3.88"",""213358278.36"",""n/a"",""1991"",""Consumer Durables"",""Metal Fabrications"",""http://www.nasdaq.com/symbol/amsc""
AMWD,""American Woodmark Corporation"",""21.34"",""309505116.8"",""n/a"",""1986"",""Basic Industries"",""Forest Products"",""http://www.nasdaq.com/symbol/amwd""
CRMT,""America&#39";"s Car-Mart, Inc."",""42.6"",""387340159.2"",""n/a"",""n/a"",""Consumer Durables"",""Automotive Aftermarket"",""http://www.nasdaq.com/symbol/crmt"","
ABCB,""Ameris Bancorp"",""12.48"",""297262917.12"",""n/a"",""1994"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/abcb""
AMSF,""AMERISAFE, Inc."",""27.01"",""491236974.26"",""n/a"",""2005"",""Finance"",""Property-Casualty Insurers"",""http://www.nasdaq.com/symbol/amsf""
ASRV,""AmeriServ Financial Inc."",""2.98"",""57467872.58"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/asrv""
ASRVP,""AmeriServ Financial Inc."",""27"",""0"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/asrvp""
ASCA,""Ameristar Casinos, Inc."",""17.93"",""590169213.26"",""n/a"",""1993"",""Consumer Services"",""Hotels/Resorts"",""http://www.nasdaq.com/symbol/asca""
ATLO,""Ames National Corporation"",""20.31"",""189104643.03"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/atlo""
AMGN,""Amgen Inc."",""86.22"",""66455692747.38"",""n/a"",""1983"",""Health Care"",""Biotechnology: Biological Products (No Diagnostic Substances)"",""http://www.nasdaq.com/symbol/amgn""
FOLD,""Amicus Therapeutics, Inc."",""6.42"",""316760110.02"",""n/a"",""2007"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/fold""
AMKR,""Amkor Technology, Inc."",""4.24"",""660444901.68"",""n/a"",""1998"",""Technology"",""Semiconductors"",""http://www.nasdaq.com/symbol/amkr""
AMPL,""Ampal-American Israel Corporation"",""1.4968"",""4201050.5984"",""n/a"",""n/a"",""Finance"",""Finance/Investors Services"",""http://www.nasdaq.com/symbol/ampl""
AMPE,""Ampio Pharmaceuticals, Inc."",""3.65"",""135004937.1"",""n/a"",""n/a"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/ampe""
AMSG,""Amsurg Corp."",""27.25"",""860491207.75"",""n/a"",""n/a"",""Health Care"",""Medical/Nursing Services"",""http://www.nasdaq.com/symbol/amsg""
ASYS,""Amtech Systems, Inc."",""3.22"",""30522402.54"",""n/a"",""n/a"",""Technology"",""Industrial Machinery/Components"",""http://www.nasdaq.com/symbol/asys""
AFSI,""AmTrust Financial Services, Inc."",""24.55"",""1640228167.9"",""n/a"",""n/a"",""Finance"",""Property-Casualty Insurers"",""http://www.nasdaq.com/symbol/afsi""
AMRS,""Amyris, Inc."",""3.05"",""179154474.6"",""n/a"",""1992"",""Basic Industries"",""Major Chemicals"",""http://www.nasdaq.com/symbol/amrs""
ANAC,""Anacor Pharmaceuticals, Inc."",""6.48"",""204237229.68"",""n/a"",""2010"",""Consumer Durables"",""Major Pharmaceuticals"",""http://www.nasdaq.com/symbol/anac""
ANAD,""ANADIGICS, Inc."",""1.37"",""97236962.45"",""n/a"",""1995"",""Technology"",""Semiconductors"",""http://www.nasdaq.com/symbol/anad""
ADI,""Analog Devices, Inc."",""38.56"",""11525799666.08"",""n/a"",""n/a"",""Technology"",""Semiconductors"",""http://www.nasdaq.com/symbol/adi""
ALOG,""Analogic Corporation"",""79.64"",""983520471.56"",""n/a"",""1972"",""Capital Goods"",""Electrical Products"",""http://www.nasdaq.com/symbol/alog""
ANLY,""Analysts International Corporation"",""4.0001"",""20326936.1607"",""n/a"",""n/a"",""Technology"",""EDP Services"",""http://www.nasdaq.com/symbol/anly""
ANEN,""Anaren, Inc."",""20.13"",""276996630.57"",""n/a"",""1972"",""Technology"",""Radio And Television Broadcasting And Communications Equipment"",""http://www.nasdaq.com/symbol/anen""
ACOM          ,""Ancestry.com Inc."",""28.63"",""1231136266.08"",""n/a"",""1993"",""Technology"",""EDP Services"",""http://www.nasdaq.com/symbol/acom          ""
ANCB,""Anchor Bancorp"",""12.7"",""32385000"",""n/a"",""2011"",""Finance"",""Banks"",""http://www.nasdaq.com/symbol/ancb""
AMCF,""Andatee China Marine Fuel Services Corporation"",""0.99"",""9514057.41"",""n/a"",""2010"",""Energy"",""Oil Refining/Marketing"",""http://www.nasdaq.com/symbol/amcf""
ANDA,""Andina Acquisition Corporation"",""9.81"",""103005000"",""n/a"",""n/a"",""Finance"",""Business Services"",""http://www.nasdaq.com/symbol/anda""
ANDAU,""Andina Acquisition Corporation"",""10.05"",""16582510.05"",""n/a"",""n/a"",""Finance"",""Business Services"",""http://www.nasdaq.com/symbol/andau""
ANDAW,""Andina Acquisition Corporation"",""0.25"",""0"",""n/a"",""n/a"",""Finance"",""Business Services"",""http://www.nasdaq.com/symbol/andaw""
ANGI,""Angie&#39";"s List, Inc."",""9.99"",""577073508.84"",""n/a"",""n/a"",""Consumer Services"",""Advertising"",""http://www.nasdaq.com/symbol/angi"","
ANGO,""AngioDynamics, Inc."",""10.86"",""379758333.54"",""n/a"",""2004"",""Health Care"",""Medical/Dental Instruments"",""http://www.nasdaq.com/symbol/ango""
ANIK,""Anika Therapeutics Inc."",""13.15"",""181504058.5"",""n/a"",""n/a"",""Health Care"",""Medical/Dental Instruments"",""http://www.nasdaq.com/symbol/anik""
ANNB,""Annapolis Bancorp Inc."",""7.45"",""29616193.6"",""n/a"",""n/a"",""Finance"",""Major Banks"",""http://www.nasdaq.com/symbol/annb""
ANSS,""ANSYS, Inc."",""70.31"",""6492006844.57"",""n/a"",""1996"",""Technology"",""Computer Software: Prepackaged Software"",""http://www.nasdaq.com/symbol/anss""
